fiscal_year,job_category,rank,step,monthly_salary_krw
2025,경찰(소방),경장(소방교),25,3818000
2025,경찰(소방),순경(소방사),25,3530600
2025,경찰(소방),경무관(소방준감),26,6881900
2025,경찰(소방),총경(소방정),26,6134900
2025,경찰(소방),경정(소방령),26,5491900
2025,경찰(소방),경감(소방경),26,4960400
2025,경찰(소방),경위(소방위),26,4595700
2025,경찰(소방),경사(소방장),26,4299400
2025,경찰(소방),경장(소방교),26,3864300
2025,경찰(소방),순경(소방사),26,3572100
2025,경찰(소방),경무관(소방준감),27,6927400
2025,경찰(소방),총경(소방정),27,6177500
2025,경찰(소방),경정(소방령),27,5534400
2025,경찰(소방),경감(소방경),27,5008000
2025,경찰(소방),경위(소방위),27,4637700
2025,경찰(소방),경사(소방장),27,4340100
2025,경찰(소방),경장(소방교),27,3902900
2025,경찰(소방),순경(소방사),27,3607600
2025,경찰(소방),총경(소방정),28,6218400
2025,경찰(소방),경정(소방령),28,5575200
2025,경찰(소방),경감(소방경),28,5048900
2025,경찰(소방),경위(소방위),28,4678200
2025,경찰(소방),경사(소방장),28,4378100
2025,경찰(소방),경장(소방교),28,3940100
2025,경찰(소방),순경(소방사),28,3641800
2025,경찰(소방),경정(소방령),29,5612700
2025,경찰(소방),경감(소방경),29,5086800
2025,경찰(소방),경위(소방위),29,4716400
2025,경찰(소방),경사(소방장),29,4414800
2025,경찰(소방),경장(소방교),29,3975200
2025,경찰(소방),순경(소방사),29,3674800
2025,경찰(소방),경정(소방령),30,5649100
2025,경찰(소방),경감(소방경),30,5123900
2025,경찰(소방),경위(소방위),30,4752300
2025,경찰(소방),경사(소방장),30,4450000
2025,경찰(소방),경장(소방교),30,4009300
2025,경찰(소방),순경(소방사),30,3707100
2025,경찰(소방),경감(소방경),31,5158100
2025,경찰(소방),경위(소방위),31,4786800
2025,경찰(소방),경사(소방장),31,4483000
2025,경찰(소방),경장(소방교),31,4042300
2025,경찰(소방),순경(소방사),31,3738400
2025,경찰(소방),경감(소방경),32,5190800
2025,교원(고등이하),고등이하교원,1,1915100
2025,교원(고등이하),고등이하교원,2,1973100
2025,교원(고등이하),고등이하교원,3,2031900
2025,교원(고등이하),고등이하교원,4,2090500
2025,교원(고등이하),고등이하교원,5,2149600
2025,교원(고등이하),고등이하교원,6,2208600
2025,교원(고등이하),고등이하교원,7,2267000
2025,교원(고등이하),고등이하교원,8,2325100
2025,교원(고등이하),고등이하교원,9,2365500
2025,교원(고등이하),고등이하교원,10,2387800
2025,교원(고등이하),고등이하교원,11,2408300
2025,교원(고등이하),고등이하교원,12,2455700
2025,교원(고등이하),고등이하교원,13,2567600
2025,교원(고등이하),고등이하교원,14,2679900
2025,교원(고등이하),고등이하교원,15,2792000
2025,교원(고등이하),고등이하교원,16,2904500
2025,교원(고등이하),고등이하교원,17,3015500
2025,교원(고등이하),고등이하교원,18,3131900
2025,교원(고등이하),고등이하교원,19,3247500
2025,교원(고등이하),고등이하교원,20,3363300
2025,교원(고등이하),고등이하교원,21,3478900
2025,교원(고등이하),고등이하교원,22,3607300
2025,교원(고등이하),고등이하교원,23,3734600
2025,교원(고등이하),고등이하교원,24,3862300
2025,교원(고등이하),고등이하교원,25,3989800
2025,교원(고등이하),고등이하교원,26,4117800
2025,교원(고등이하),고등이하교원,27,4251300
2025,교원(고등이하),고등이하교원,28,4384500
2025,교원(고등이하),고등이하교원,29,4523800
2025,교원(고등이하),고등이하교원,30,4663600
2025,교원(고등이하),고등이하교원,31,4803000
2025,교원(고등이하),고등이하교원,32,4942200
2025,교원(고등이하),고등이하교원,33,5083700
2025,교원(고등이하),고등이하교원,34,5224600
2025,교원(고등이하),고등이하교원,35,5365800
2025,교원(고등이하),고등이하교원,36,5506400
2025,교원(고등이하),고등이하교원,37,5628700
2025,교원(고등이하),고등이하교원,38,5751200
2025,교원(고등이하),고등이하교원,39,5873900
2025,교원(고등이하),고등이하교원,40,5995800
2025,교원(국립대학),국립대학교원,1,2299000
2025,교원(국립대학),국립대학교원,2,2371300
2025,교원(국립대학),국립대학교원,3,2444200
2025,교원(국립대학),국립대학교원,4,2516400
2025,교원(국립대학),국립대학교원,5,2589300
2025,교원(국립대학),국립대학교원,6,2669100
2025,교원(국립대학),국립대학교원,7,2748700
2025,교원(국립대학),국립대학교원,8,2828700
2025,교원(국립대학),국립대학교원,9,2948700
2025,교원(국립대학),국립대학교원,10,3068700
2025,교원(국립대학),국립대학교원,11,3188900
2025,교원(국립대학),국립대학교원,12,3308400
2025,교원(국립대학),국립대학교원,13,3427700
2025,교원(국립대학),국립대학교원,14,3547100
2025,교원(국립대학),국립대학교원,15,3687100
2025,교원(국립대학),국립대학교원,16,3827000
2025,교원(국립대학),국립대학교원,17,3966300
2025,교원(국립대학),국립대학교원,18,4105600
2025,교원(국립대학),국립대학교원,19,4245600
2025,교원(국립대학),국립대학교원,20,4384200
2025,교원(국립대학),국립대학교원,21,4523200
2025,교원(국립대학),국립대학교원,22,4662300
2025,교원(국립대학),국립대학교원,23,4843600
2025,교원(국립대학),국립대학교원,24,5024400
2025,교원(국립대학),국립대학교원,25,5205300
2025,교원(국립대학),국립대학교원,26,5385800
2025,교원(국립대학),국립대학교원,27,5566300
2025,교원(국립대학),국립대학교원,28,5746900
2025,교원(국립대학),국립대학교원,29,5884300
2025,교원(국립대학),국립대학교원,30,6021800
2025,교원(국립대학),국립대학교원,31,6159100
2025,교원(국립대학),국립대학교원,32,6296500
2025,교원(국립대학),국립대학교원,33,6434000
2025,군인,소장,1,5892800
2025,군인,준장,1,5559100
2025,군인,대령,1,4513200
2025,군인,중령,1,3967000
2025,군인,소령,1,3268300
2025,군인,대위,1,2710100
2025,군인,중위,1,2163900
2025,군인,소위,1,2017300
2025,군인,준위,1,2458300
2025,군인,원사,1,3447400
2025,군인,상사,1,2384500
2025,군인,중사,1,2046400
2025,군인,하사,1,2000900
2025,군인,소장,2,6038600
2025,군인,준장,2,5703500
2025,군인,대령,2,4665000
2025,군인,중령,2,4118700
2025,군인,소령,2,3416400
2025,군인,대위,2,2824000
2025,군인,중위,2,2255800
2025,군인,소위,2,2107100
2025,군인,준위,2,2575300
2025,군인,원사,2,3557500
2025,군인,상사,2,2490300
2025,군인,중사,2,2124700
2025,군인,하사,2,2021500
2025,군인,소장,3,6184400
2025,군인,준장,3,5847900
2025,군인,대령,3,4816800
2025,군인,중령,3,4270400
2025,군인,소령,3,3564500
2025,군인,대위,3,2937900
2025,군인,중위,3,2347700
2025,군인,소위,3,2196900
2025,군인,준위,3,2692300
2025,군인,원사,3,3667600
2025,군인,상사,3,2596100
2025,군인,중사,3,2203000
2025,군인,하사,3,2042100
2025,군인,소장,4,6330200
2025,군인,준장,4,5992300
2025,군인,대령,4,4968600
2025,군인,중령,4,4422100
2025,군인,소령,4,3712600
2025,군인,대위,4,3077600
2025,군인,중위,4,2439600
2025,군인,준위,4,2809300
2025,군인,원사,4,3777700
2025,군인,상사,4,2701900
2025,군인,중사,4,2281300
2025,군인,하사,4,2062700
2025,군인,소장,5,6476000
2025,군인,준장,5,6136700
2025,군인,대령,5,5120400
2025,군인,중령,5,4573800
2025,군인,소령,5,3860700
2025,군인,대위,5,3217300
2025,군인,중위,5,2531500
2025,군인,준위,5,2926300
2025,군인,원사,5,3887800
2025,군인,상사,5,2807700
2025,군인,중사,5,2359600
2025,군인,하사,5,2083300
2025,군인,소장,6,6621800
2025,군인,준장,6,6281100
2025,군인,대령,6,5272200
2025,군인,중령,6,4725500
2025,군인,소령,6,4008800
2025,군인,대위,6,3357000
2025,군인,중위,6,2648800
2025,군인,준위,6,3043300
2025,군인,원사,6,3997900
2025,군인,상사,6,2913500
2025,군인,중사,6,2437900
2025,군인,하사,6,2113200
2025,군인,소장,7,6767600
2025,군인,준장,7,6425500
2025,군인,대령,7,5424000
2025,군인,중령,7,4877200
2025,군인,소령,7,4156900
2025,군인,대위,7,3496700
2025,군인,중위,7,2766100
2025,군인,준위,7,3160300
2025,군인,원사,7,4108000
2025,군인,상사,7,3019300
2025,군인,중사,7,2516200
2025,군인,하사,7,2143100
2025,군인,소장,8,6913400
2025,군인,준장,8,6569900
2025,군인,대령,8,5575800
2025,군인,중령,8,5028900
2025,군인,소령,8,4305000
2025,군인,대위,8,3636400
2025,군인,준위,8,3277300
2025,군인,원사,8,4218100
2025,군인,상사,8,3125100
2025,군인,중사,8,2615100
2025,군인,하사,8,2173000
2025,군인,소장,9,7059200
2025,군인,준장,9,6714300
2025,군인,대령,9,5727600
2025,군인,중령,9,5180600
2025,군인,소령,9,4453100
2025,군인,대위,9,3776100
2025,군인,준위,9,3394300
2025,군인,원사,9,4328200
2025,군인,상사,9,3230900
2025,군인,중사,9,2714000
2025,군인,하사,9,2202900
2025,군인,소장,10,7205000
2025,군인,준장,10,6858700
2025,군인,대령,10,5879400
2025,군인,중령,10,5332300
2025,군인,소령,10,4601200
2025,군인,대위,10,3915800
2025,군인,준위,10,3511300
2025,군인,원사,10,4438300
2025,군인,상사,10,3336700
2025,군인,중사,10,2812900
2025,군인,하사,10,2232800
2025,군인,소장,11,7350800
2025,군인,준장,11,7003100
2025,군인,대령,11,6031200
2025,군인,중령,11,5484000
2025,군인,소령,11,4749300
2025,군인,대위,11,4055500
2025,군인,준위,11,3628300
2025,군인,원사,11,4548400
2025,군인,상사,11,3442500
2025,군인,중사,11,2911800
2025,군인,소장,12,7496600
2025,군인,준장,12,7147500
2025,군인,대령,12,6183000
2025,군인,중령,12,5635700
2025,군인,소령,12,4897400
2025,군인,대위,12,4195200
2025,군인,준위,12,3745300
2025,군인,원사,12,4658500
2025,군인,상사,12,3548300
2025,군인,중사,12,3010700
2025,군인,소장,13,7642400
2025,군인,준장,13,7291900
2025,군인,대령,13,6334800
2025,군인,중령,13,5787400
2025,군인,소령,13,5045500
2025,군인,준위,13,3862300
2025,군인,원사,13,4768600
2025,군인,상사,13,3654100
2025,군인,중사,13,3109600
2025,군인,대령,14,6486600
2025,군인,중령,14,5939100
2025,군인,소령,14,5193600
2025,군인,준위,14,3979300
2025,군인,원사,14,4878700
2025,군인,상사,14,3759900
2025,군인,중사,14,3208500
2025,군인,대령,15,6638400
2025,군인,중령,15,6090800
2025,군인,준위,15,4096300
2025,군인,원사,15,4988800
2025,군인,상사,15,3865700
2025,군인,중사,15,3307400
2025,군인,준위,16,4213300
2025,군인,상사,16,3971500
2025,군인,중사,16,3406300
2025,군인,준위,17,4330300
2025,군인,상사,17,4077300
2025,군인,중사,17,3505200
2025,군인,준위,18,4447300
2025,군인,상사,18,4183100
2025,군인,중사,18,3604100
2025,군인,준위,19,4564300
2025,군인,상사,19,4288900
2025,군인,중사,19,3703000
2025,군인,준위,20,4681300
2025,군인,중사,20,3801900
2025,군인,준위,21,4798300
2025,군인,중사,21,3900800
2025,군인,준위,22,4915300
2025,군인,중사,22,3999700
2025,군인,준위,23,5032300
2025,군인,준위,24,5149300
2025,군인,준위,25,5266300
2025,군인,준위,26,5383300
2025,군인,준위,27,5500300
2025,헌법연구관(보),헌법연구관(연구관보),1,3536500
2025,헌법연구관(보),헌법연구관(연구관보),2,3984900
2025,헌법연구관(보),헌법연구관(연구관보),3,4323800
2025,헌법연구관(보),헌법연구관(연구관보),4,4663300
2025,헌법연구관(보),헌법연구관(연구관보),5,5014900
2025,헌법연구관(보),헌법연구관(연구관보),6,5363800
2025,헌법연구관(보),헌법연구관(연구관보),7,5725800
2025,헌법연구관(보),헌법연구관(연구관보),8,6111200
2025,헌법연구관(보),헌법연구관(연구관보),9,6558200
2025,헌법연구관(보),헌법연구관(연구관보),10,6933400
2025,헌법연구관(보),헌법연구관(연구관보),11,7157900
2025,헌법연구관(보),헌법연구관(연구관보),12,7348800
2025,헌법연구관(보),헌법연구관(연구관보),13,7744700
2025,헌법연구관(보),헌법연구관(연구관보),14,8213600
2025,헌법연구관(보),헌법연구관(연구관보),15,8736600
2025,헌법연구관(보),헌법연구관(연구관보),16,9262100
