fiscal_year,job_category,rank,step,monthly_salary_krw
2025,"연구직,국가정보원전문관",연구관,16,5363200
2025,"연구직,국가정보원전문관",연구사,16,3784900
2025,"연구직,국가정보원전문관",연구관,17,5529700
2025,"연구직,국가정보원전문관",연구사,17,3860400
2025,"연구직,국가정보원전문관",연구관,18,5696700
2025,"연구직,국가정보원전문관",연구사,18,3936800
2025,"연구직,국가정보원전문관",연구관,19,5861800
2025,"연구직,국가정보원전문관",연구사,19,4012100
2025,"연구직,국가정보원전문관",연구관,20,6027400
2025,"연구직,국가정보원전문관",연구사,20,4088100
2025,"연구직,국가정보원전문관",연구관,21,6165300
2025,"연구직,국가정보원전문관",연구사,21,4161200
2025,"연구직,국가정보원전문관",연구관,22,6302200
2025,"연구직,국가정보원전문관",연구사,22,4234900
2025,"연구직,국가정보원전문관",연구관,23,6439600
2025,"연구직,국가정보원전문관",연구사,23,4308300
2025,"연구직,국가정보원전문관",연구관,24,6576300
2025,"연구직,국가정보원전문관",연구사,24,4381500
2025,"연구직,국가정보원전문관",연구관,25,6713400
2025,"연구직,국가정보원전문관",연구사,25,4454400
2025,"연구직,국가정보원전문관",연구관,26,6828000
2025,"연구직,국가정보원전문관",연구사,26,4505000
2025,"연구직,국가정보원전문관",연구관,27,6944000
2025,"연구직,국가정보원전문관",연구사,27,4555400
2025,"연구직,국가정보원전문관",연구관,28,7059000
2025,"연구직,국가정보원전문관",연구사,28,4606100
2025,"연구직,국가정보원전문관",연구관,29,7173300
2025,"연구직,국가정보원전문관",연구사,29,4654900
2025,"연구직,국가정보원전문관",연구관,30,7288200
2025,"연구직,국가정보원전문관",연구사,30,4705200
2025,"연구직,국가정보원전문관",연구관,31,7377000
2025,"연구직,국가정보원전문관",연구사,31,4755400
2025,"연구직,국가정보원전문관",연구관,32,7466000
2025,"연구직,국가정보원전문관",연구사,32,4799300
2025,"연구직,국가정보원전문관",연구사,33,4843400
2025,"연구직,국가정보원전문관",연구사,34,4886600
2025,"연구직,국가정보원전문관",연구사,35,4930100
2025,"연구직,국가정보원전문관",연구사,36,4970600
2025,지도직,지도관,1,2798500
2025,지도직,지도사,1,2028200
2025,지도직,지도관,2,2934000
2025,지도직,지도사,2,2104500
2025,지도직,지도관,3,3068900
2025,지도직,지도사,3,2188500
2025,지도직,지도관,4,3204400
2025,지도직,지도사,4,2280800
2025,지도직,지도관,5,3337800
2025,지도직,지도사,5,2382300
2025,지도직,지도관,6,3515500
2025,지도직,지도사,6,2498300
2025,지도직,지도관,7,3693200
2025,지도직,지도사,7,2614800
2025,지도직,지도관,8,3871400
2025,지도직,지도사,8,2730400
2025,지도직,지도관,9,4048500
2025,지도직,지도사,9,2846300
2025,지도직,지도관,10,4224500
2025,지도직,지도사,10,2961700
2025,지도직,지도관,11,4383900
2025,지도직,지도사,11,3061200
2025,지도직,지도관,12,4542200
2025,지도직,지도사,12,3160200
2025,지도직,지도관,13,4700600
2025,지도직,지도사,13,3258700
2025,지도직,지도관,14,4858200
2025,지도직,지도사,14,3356800
2025,지도직,지도관,15,5014700
2025,지도직,지도사,15,3453700
2025,지도직,지도관,16,5152800
2025,지도직,지도사,16,3541200
2025,지도직,지도관,17,5293000
2025,지도직,지도사,17,3628400
2025,지도직,지도관,18,5431900
2025,지도직,지도사,18,3714800
2025,지도직,지도관,19,5569500
2025,지도직,지도사,19,3801000
2025,지도직,지도관,20,5706800
2025,지도직,지도사,20,3887600
2025,지도직,지도관,21,5829200
2025,지도직,지도사,21,3967800
2025,지도직,지도관,22,5952200
2025,지도직,지도사,22,4048500
2025,지도직,지도관,23,6074400
2025,지도직,지도사,23,4128200
2025,지도직,지도관,24,6196500
2025,지도직,지도사,24,4208000
2025,지도직,지도관,25,6318800
2025,지도직,지도사,25,4287300
2025,지도직,지도관,26,6425800
2025,지도직,지도사,26,4347200
2025,지도직,지도관,27,6532000
2025,지도직,지도사,27,4407900
2025,지도직,지도관,28,6638900
2025,지도직,지도사,28,4468600
2025,지도직,지도관,29,6744700
2025,지도직,지도사,29,4529000
2025,지도직,지도관,30,6852300
2025,지도직,지도사,30,4588400
2025,지도직,지도관,31,6924200
2025,지도직,지도사,31,4640500
2025,지도직,지도관,32,6996900
2025,지도직,지도사,32,4685900
2025,지도직,지도사,33,4731400
2025,지도직,지도사,34,4776500
2025,지도직,지도사,35,4821800
2025,지도직,지도사,36,4864000
2025,일반직(우정직군),우정1급,1,3317900
2025,일반직(우정직군),우정2급,1,3089000
2025,일반직(우정직군),우정3급,1,2878000
2025,일반직(우정직군),우정4급,1,2675800
2025,일반직(우정직군),우정5급,1,2483700
2025,일반직(우정직군),우정6급,1,2308700
2025,일반직(우정직군),우정7급,1,2173600
2025,일반직(우정직군),우정8급,1,2028200
2025,일반직(우정직군),우정9급,1,2000900
2025,일반직(우정직군),우정1급,2,3443500
2025,일반직(우정직군),우정2급,2,3210100
2025,일반직(우정직군),우정3급,2,2994800
2025,일반직(우정직군),우정4급,2,2790200
2025,일반직(우정직군),우정5급,2,2594400
2025,일반직(우정직군),우정6급,2,2416100
2025,일반직(우정직군),우정7급,2,2237100
2025,일반직(우정직군),우정8급,2,2067600
2025,일반직(우정직군),우정9급,2,2017000
2025,일반직(우정직군),우정1급,3,3574100
2025,일반직(우정직군),우정2급,3,3335700
2025,일반직(우정직군),우정3급,3,3114600
2025,일반직(우정직군),우정4급,3,2906800
2025,일반직(우정직군),우정5급,3,2708500
2025,일반직(우정직군),우정6급,3,2526800
2025,일반직(우정직군),우정7급,3,2307500
2025,일반직(우정직군),우정8급,3,2112500
2025,일반직(우정직군),우정9급,3,2039500
2025,일반직(우정직군),우정1급,4,3710500
2025,일반직(우정직군),우정2급,4,3466100
2025,일반직(우정직군),우정3급,4,3236000
2025,일반직(우정직군),우정4급,4,3026400
2025,일반직(우정직군),우정5급,4,2825000
2025,일반직(우정직군),우정6급,4,2640000
2025,일반직(우정직군),우정7급,4,2385500
2025,일반직(우정직군),우정8급,4,2163100
2025,일반직(우정직군),우정9급,4,2068300
2025,일반직(우정직군),우정1급,5,3851100
2025,일반직(우정직군),우정2급,5,3600500
2025,일반직(우정직군),우정3급,5,3359800
2025,일반직(우정직군),우정4급,5,3146200
2025,일반직(우정직군),우정5급,5,2944900
2025,일반직(우정직군),우정6급,5,2756600
2025,일반직(우정직군),우정7급,5,2480300
2025,일반직(우정직군),우정8급,5,2228500
2025,일반직(우정직군),우정9급,5,2104000
2025,일반직(우정직군),우정1급,6,3994900
2025,일반직(우정직군),우정2급,6,3737800
2025,일반직(우정직군),우정3급,6,3488000
2025,일반직(우정직군),우정4급,6,3267300
2025,일반직(우정직군),우정5급,6,3064900
2025,일반직(우정직군),우정6급,6,2876400
2025,일반직(우정직군),우정7급,6,2591900
2025,일반직(우정직군),우정8급,6,2331300
2025,일반직(우정직군),우정9급,6,2146800
2025,일반직(우정직군),우정1급,7,4143400
2025,일반직(우정직군),우정2급,7,3877300
2025,일반직(우정직군),우정3급,7,3617200
2025,일반직(우정직군),우정4급,7,3387900
2025,일반직(우정직군),우정5급,7,3185300
2025,일반직(우정직군),우정6급,7,2996600
2025,일반직(우정직군),우정7급,7,2704100
2025,일반직(우정직군),우정8급,7,2434400
2025,일반직(우정직군),우정9급,7,2197300
2025,일반직(우정직군),우정1급,8,4293200
2025,일반직(우정직군),우정2급,8,4019500
2025,일반직(우정직군),우정3급,8,3749600
2025,일반직(우정직군),우정4급,8,3509400
2025,일반직(우정직군),우정5급,8,3305900
2025,일반직(우정직군),우정6급,8,3117100
2025,일반직(우정직군),우정7급,8,2817200
2025,일반직(우정직군),우정8급,8,2533700
2025,일반직(우정직군),우정9급,8,2287400
2025,일반직(우정직군),우정1급,9,4444000
2025,일반직(우정직군),우정2급,9,4162000
2025,일반직(우정직군),우정3급,9,3882200
2025,일반직(우정직군),우정4급,9,3631500
2025,일반직(우정직군),우정5급,9,3427600
2025,일반직(우정직군),우정6급,9,3238000
2025,일반직(우정직군),우정7급,9,2924700
2025,일반직(우정직군),우정8급,9,2628300
2025,일반직(우정직군),우정9급,9,2373600
2025,일반직(우정직군),우정1급,10,4595400
2025,일반직(우정직군),우정2급,10,4305500
2025,일반직(우정직군),우정3급,10,4014800
2025,일반직(우정직군),우정4급,10,3754000
2025,일반직(우정직군),우정5급,10,3549500
2025,일반직(우정직군),우정6급,10,3351400
2025,일반직(우정직군),우정7급,10,3027300
2025,일반직(우정직군),우정8급,10,2717900
2025,일반직(우정직군),우정9급,10,2456700
2025,일반직(우정직군),우정1급,11,4747900
2025,일반직(우정직군),우정2급,11,4448500
2025,일반직(우정직군),우정3급,11,4147400
2025,일반직(우정직군),우정4급,11,3877200
2025,일반직(우정직군),우정5급,11,3663700
2025,일반직(우정직군),우정6급,11,3458900
2025,일반직(우정직군),우정7급,11,3124100
2025,일반직(우정직군),우정8급,11,2804500
2025,일반직(우정직군),우정9급,11,2535700
2025,일반직(우정직군),우정1급,12,4892500
2025,일반직(우정직군),우정2급,12,4577300
2025,일반직(우정직군),우정3급,12,4268300
2025,일반직(우정직군),우정4급,12,3995500
2025,일반직(우정직군),우정5급,12,3774400
2025,일반직(우정직군),우정6급,12,3564800
2025,일반직(우정직군),우정7급,12,3219200
2025,일반직(우정직군),우정8급,12,2889200
2025,일반직(우정직군),우정9급,12,2614400
2025,일반직(우정직군),우정1급,13,5027300
2025,일반직(우정직군),우정2급,13,4697300
2025,일반직(우정직군),우정3급,13,4380300
2025,일반직(우정직군),우정4급,13,4105900
2025,일반직(우정직군),우정5급,13,3879700
2025,일반직(우정직군),우정6급,13,3664400
2025,일반직(우정직군),우정7급,13,3309500
2025,일반직(우정직군),우정8급,13,2970500
2025,일반직(우정직군),우정9급,13,2689800
2025,일반직(우정직군),우정1급,14,5152700
2025,일반직(우정직군),우정2급,14,4810900
2025,일반직(우정직군),우정3급,14,4487400
2025,일반직(우정직군),우정4급,14,4210200
2025,일반직(우정직군),우정5급,14,3979300
2025,일반직(우정직군),우정6급,14,3758500
2025,일반직(우정직군),우정7급,14,3395700
2025,일반직(우정직군),우정8급,14,3048400
2025,일반직(우정직군),우정9급,14,2763100
2025,일반직(우정직군),우정1급,15,5269000
2025,일반직(우정직군),우정2급,15,4916400
2025,일반직(우정직군),우정3급,15,4586500
2025,일반직(우정직군),우정4급,15,4308700
2025,일반직(우정직군),우정5급,15,4073800
2025,일반직(우정직군),우정6급,15,3848900
2025,일반직(우정직군),우정7급,15,3478200
2025,일반직(우정직군),우정8급,15,3123100
2025,일반직(우정직군),우정9급,15,2833100
2025,일반직(우정직군),우정1급,16,5377400
2025,일반직(우정직군),우정2급,16,5016500
2025,일반직(우정직군),우정3급,16,4680800
2025,일반직(우정직군),우정4급,16,4402200
2025,일반직(우정직군),우정5급,16,4163000
2025,일반직(우정직군),우정6급,16,3933600
2025,일반직(우정직군),우정7급,16,3556100
2025,일반직(우정직군),우정8급,16,3195300
2025,일반직(우정직군),우정9급,16,2900800
2025,일반직(우정직군),우정1급,17,5477600
2025,일반직(우정직군),우정2급,17,5109000
2025,일반직(우정직군),우정3급,17,4769600
2025,일반직(우정직군),우정4급,17,4490100
2025,일반직(우정직군),우정5급,17,4247600
2025,일반직(우정직군),우정6급,17,4014400
2025,일반직(우정직군),우정7급,17,3631000
2025,일반직(우정직군),우정8급,17,3262600
2025,일반직(우정직군),우정9급,17,2967000
2025,일반직(우정직군),우정1급,18,5570400
2025,일반직(우정직군),우정2급,18,5196200
2025,일반직(우정직군),우정3급,18,4853600
2025,일반직(우정직군),우정4급,18,4573100
2025,일반직(우정직군),우정5급,18,4327100
2025,일반직(우정직군),우정6급,18,4090900
2025,일반직(우정직군),우정7급,18,3702500
2025,일반직(우정직군),우정8급,18,3327800
2025,일반직(우정직군),우정9급,18,3028500
2025,일반직(우정직군),우정1급,19,5657100
2025,일반직(우정직군),우정2급,19,5277600
2025,일반직(우정직군),우정3급,19,4932600
2025,일반직(우정직군),우정4급,19,4650800
2025,일반직(우정직군),우정5급,19,4401900
2025,일반직(우정직군),우정6급,19,4163400
2025,일반직(우정직군),우정7급,19,3770000
2025,일반직(우정직군),우정8급,19,3390600
2025,일반직(우정직군),우정9급,19,3089200
2025,일반직(우정직군),우정1급,20,5737400
2025,일반직(우정직군),우정2급,20,5354400
2025,일반직(우정직군),우정3급,20,5006800
2025,일반직(우정직군),우정4급,20,4724900
2025,일반직(우정직군),우정5급,20,4473700
2025,일반직(우정직군),우정6급,20,4231500
2025,일반직(우정직군),우정7급,20,3834200
2025,일반직(우정직군),우정8급,20,3450300
2025,일반직(우정직군),우정9급,20,3146900
2025,일반직(우정직군),우정1급,21,5812400
2025,일반직(우정직군),우정2급,21,5425100
2025,일반직(우정직군),우정3급,21,5076800
2025,일반직(우정직군),우정4급,21,4794100
2025,일반직(우정직군),우정5급,21,4541200
2025,일반직(우정직군),우정6급,21,4297200
2025,일반직(우정직군),우정7급,21,3895500
2025,일반직(우정직군),우정8급,21,3507400
2025,일반직(우정직군),우정9급,21,3201400
2025,일반직(우정직군),우정1급,22,5881100
2025,일반직(우정직군),우정2급,22,5492600
2025,일반직(우정직군),우정3급,22,5142400
2025,일반직(우정직군),우정4급,22,4859300
2025,일반직(우정직군),우정5급,22,4603800
2025,일반직(우정직군),우정6급,22,4358900
2025,일반직(우정직군),우정7급,22,3953200
2025,일반직(우정직군),우정8급,22,3562200
2025,일반직(우정직군),우정9급,22,3253700
2025,일반직(우정직군),우정1급,23,5938300
2025,일반직(우정직군),우정2급,23,5555400
2025,일반직(우정직군),우정3급,23,5205000
2025,일반직(우정직군),우정4급,23,4920600
2025,일반직(우정직군),우정5급,23,4663600
2025,일반직(우정직군),우정6급,23,4416700
2025,일반직(우정직군),우정7급,23,4009300
2025,일반직(우정직군),우정8급,23,3614300
2025,일반직(우정직군),우정9급,23,3303600
2025,일반직(우정직군),우정1급,24,5991700
2025,일반직(우정직군),우정2급,24,5608000
2025,일반직(우정직군),우정3급,24,5262700
2025,일반직(우정직군),우정4급,24,4979000
2025,일반직(우정직군),우정5급,24,4720600
2025,일반직(우정직군),우정6급,24,4472000
2025,일반직(우정직군),우정7급,24,4062300
2025,일반직(우정직군),우정8급,24,3664600
2025,일반직(우정직군),우정9급,24,3351500
2025,일반직(우정직군),우정2급,25,5657300
2025,일반직(우정직군),우정3급,25,5311800
2025,일반직(우정직군),우정4급,25,5033400
2025,일반직(우정직군),우정5급,25,4774700
2025,일반직(우정직군),우정6급,25,4524400
2025,일반직(우정직군),우정7급,25,4112600
2025,일반직(우정직군),우정8급,25,3712400
2025,일반직(우정직군),우정9급,25,3397100
2025,일반직(우정직군),우정3급,26,5358100
2025,일반직(우정직군),우정4급,26,5078600
2025,일반직(우정직군),우정5급,26,4824600
2025,일반직(우정직군),우정6급,26,4574000
2025,일반직(우정직군),우정7급,26,4160900
2025,일반직(우정직군),우정8급,26,3758700
2025,일반직(우정직군),우정9급,26,3438400
2025,일반직(우정직군),우정3급,27,5402400
2025,일반직(우정직군),우정4급,27,5121500
2025,일반직(우정직군),우정5급,27,4867200
2025,일반직(우정직군),우정6급,27,4621100
2025,일반직(우정직군),우정7급,27,4201600
2025,일반직(우정직군),우정8급,27,3797300
2025,일반직(우정직군),우정9급,27,3474000
2025,일반직(우정직군),우정4급,28,5163100
2025,일반직(우정직군),우정5급,28,4907600
2025,일반직(우정직군),우정6급,28,4660600
2025,일반직(우정직군),우정7급,28,4239600
2025,일반직(우정직군),우정8급,28,3834500
2025,일반직(우정직군),우정9급,28,3508200
2025,일반직(우정직군),우정4급,29,5201100
2025,일반직(우정직군),우정5급,29,4945100
2025,일반직(우정직군),우정6급,29,4697500
2025,일반직(우정직군),우정7급,29,4276400
2025,일반직(우정직군),우정8급,29,3869700
2025,일반직(우정직군),우정9급,29,3541200
2025,일반직(우정직군),우정5급,30,4981600
2025,일반직(우정직군),우정6급,30,4734100
2025,일반직(우정직군),우정7급,30,4311500
2025,일반직(우정직군),우정8급,30,3903700
2025,일반직(우정직군),우정9급,30,3573300
2025,일반직(우정직군),우정6급,31,4767900
2025,일반직(우정직군),우정7급,31,4344400
2025,일반직(우정직군),우정8급,31,3936800
2025,일반직(우정직군),우정9급,31,3604900
2025,일반직(우정직군),우정6급,32,4799800
2025,경찰(소방),치안정감(소방정감),1,4739200
2025,경찰(소방),치안감(소방감),1,4409200
2025,경찰(소방),경무관(소방준감),1,4026800
2025,경찰(소방),총경(소방정),1,3496600
2025,경찰(소방),경정(소방령),1,3020400
2025,경찰(소방),경감(소방경),1,2607300
2025,경찰(소방),경위(소방위),1,2352400
2025,경찰(소방),경사(소방장),1,2319000
2025,경찰(소방),경장(소방교),1,2078100
2025,경찰(소방),순경(소방사),1,2000900
2025,경찰(소방),치안정감(소방정감),2,4896900
2025,경찰(소방),치안감(소방감),2,4559400
2025,경찰(소방),경무관(소방준감),2,4162000
2025,경찰(소방),총경(소방정),2,3624400
2025,경찰(소방),경정(소방령),2,3133400
2025,경찰(소방),경감(소방경),2,2719500
2025,경찰(소방),경위(소방위),2,2439600
2025,경찰(소방),경사(소방장),2,2349400
2025,경찰(소방),경장(소방교),2,2121600
2025,경찰(소방),순경(소방사),2,2031100
2025,경찰(소방),치안정감(소방정감),3,5058600
2025,경찰(소방),치안감(소방감),3,4711700
2025,경찰(소방),경무관(소방준감),3,4301200
2025,경찰(소방),총경(소방정),3,3754400
2025,경찰(소방),경정(소방령),3,3250900
2025,경찰(소방),경감(소방경),3,2833800
2025,경찰(소방),경위(소방위),3,2550700
2025,경찰(소방),경사(소방장),3,2415700
2025,경찰(소방),경장(소방교),3,2178100
2025,경찰(소방),순경(소방사),3,2070500
2025,경찰(소방),치안정감(소방정감),4,5223900
2025,경찰(소방),치안감(소방감),4,4865300
2025,경찰(소방),경무관(소방준감),4,4441400
2025,경찰(소방),총경(소방정),4,3887400
2025,경찰(소방),경정(소방령),4,3372900
2025,경찰(소방),경감(소방경),4,2951600
2025,경찰(소방),경위(소방위),4,2664900
2025,경찰(소방),경사(소방장),4,2509900
2025,경찰(소방),경장(소방교),4,2248500
2025,경찰(소방),순경(소방사),4,2119500
2025,경찰(소방),치안정감(소방정감),5,5393300
2025,경찰(소방),치안감(소방감),5,5021200
2025,경찰(소방),경무관(소방준감),5,4583900
2025,경찰(소방),총경(소방정),5,4022200
2025,경찰(소방),경정(소방령),5,3498100
2025,경찰(소방),경감(소방경),5,3071200
2025,경찰(소방),경위(소방위),5,2782100
2025,경찰(소방),경사(소방장),5,2618900
2025,경찰(소방),경장(소방교),5,2334100
2025,경찰(소방),순경(소방사),5,2178700
2025,경찰(소방),치안정감(소방정감),6,5564700
2025,경찰(소방),치안감(소방감),6,5177200
2025,경찰(소방),경무관(소방준감),6,4727800
2025,경찰(소방),총경(소방정),6,4158400
2025,경찰(소방),경정(소방령),6,3625800
2025,경찰(소방),경감(소방경),6,3193700
2025,경찰(소방),경위(소방위),6,2900300
2025,경찰(소방),경사(소방장),6,2730400
2025,경찰(소방),경장(소방교),6,2436900
2025,경찰(소방),순경(소방사),6,2248900
2025,경찰(소방),치안정감(소방정감),7,5738600
2025,경찰(소방),치안감(소방감),7,5335300
2025,경찰(소방),경무관(소방준감),7,4873500
2025,경찰(소방),총경(소방정),7,4295700
2025,경찰(소방),경정(소방령),7,3755500
2025,경찰(소방),경감(소방경),7,3318900
2025,경찰(소방),경위(소방위),7,3019700
2025,경찰(소방),경사(소방장),7,2842600
2025,경찰(소방),경장(소방교),7,2540000
2025,경찰(소방),순경(소방사),7,2331000
2025,경찰(소방),치안정감(소방정감),8,5913900
2025,경찰(소방),치안감(소방감),8,5493200
2025,경찰(소방),경무관(소방준감),8,5019400
2025,경찰(소방),총경(소방정),8,4433700
2025,경찰(소방),경정(소방령),8,3886800
2025,경찰(소방),경감(소방경),8,3445100
2025,경찰(소방),경위(소방위),8,3139100
2025,경찰(소방),경사(소방장),8,2955700
2025,경찰(소방),경장(소방교),8,2639300
2025,경찰(소방),순경(소방사),8,2420900
2025,경찰(소방),치안정감(소방정감),9,6091900
2025,경찰(소방),치안감(소방감),9,5652200
2025,경찰(소방),경무관(소방준감),9,5166600
2025,경찰(소방),총경(소방정),9,4572200
2025,경찰(소방),경정(소방령),9,4018600
2025,경찰(소방),경감(소방경),9,3572600
2025,경찰(소방),경위(소방위),9,3259200
2025,경찰(소방),경사(소방장),9,3063100
2025,경찰(소방),경장(소방교),9,2733800
2025,경찰(소방),순경(소방사),9,2507300
2025,경찰(소방),치안정감(소방정감),10,6270800
2025,경찰(소방),치안감(소방감),10,5811000
2025,경찰(소방),경무관(소방준감),10,5313700
2025,경찰(소방),총경(소방정),10,4710600
2025,경찰(소방),경정(소방령),10,4151200
2025,경찰(소방),경감(소방경),10,3691600
2025,경찰(소방),경위(소방위),10,3372700
2025,경찰(소방),경사(소방장),10,3165800
2025,경찰(소방),경장(소방교),10,2823400
2025,경찰(소방),순경(소방사),10,2590200
2025,경찰(소방),치안정감(소방정감),11,6449300
2025,경찰(소방),치안감(소방감),11,5970600
2025,경찰(소방),경무관(소방준감),11,5461100
2025,경찰(소방),총경(소방정),11,4850100
2025,경찰(소방),경정(소방령),11,4275300
2025,경찰(소방),경감(소방경),11,3804400
2025,경찰(소방),경위(소방위),11,3479000
2025,경찰(소방),경사(소방장),11,3262600
2025,경찰(소방),경장(소방교),11,2910100
2025,경찰(소방),순경(소방사),11,2669500
2025,경찰(소방),치안정감(소방정감),12,6633900
2025,경찰(소방),치안감(소방감),12,6135700
2025,경찰(소방),경무관(소방준감),12,5613800
2025,경찰(소방),총경(소방정),12,4981500
2025,경찰(소방),경정(소방령),12,4394800
2025,경찰(소방),경감(소방경),12,3914200
2025,경찰(소방),경위(소방위),12,3584000
2025,경찰(소방),경사(소방장),12,3357700
2025,경찰(소방),경장(소방교),12,2994700
2025,경찰(소방),순경(소방사),12,2747900
2025,경찰(소방),치안정감(소방정감),13,6819500
2025,경찰(소방),치안감(소방감),13,6301800
2025,경찰(소방),경무관(소방준감),13,5755800
2025,경찰(소방),총경(소방정),13,5104200
2025,경찰(소방),경정(소방령),13,4508300
2025,경찰(소방),경감(소방경),13,4017800
2025,경찰(소방),경위(소방위),13,3683500
2025,경찰(소방),경사(소방장),13,3447900
2025,경찰(소방),경장(소방교),13,3076100
2025,경찰(소방),순경(소방사),13,2823400
2025,경찰(소방),치안정감(소방정감),14,7005600
2025,경찰(소방),치안감(소방감),14,6452200
2025,경찰(소방),경무관(소방준감),14,5887600
2025,경찰(소방),총경(소방정),14,5218900
2025,경찰(소방),경정(소방령),14,4614100
2025,경찰(소방),경감(소방경),14,4116900
2025,경찰(소방),경위(소방위),14,3776900
2025,경찰(소방),경사(소방장),14,3534200
2025,경찰(소방),경장(소방교),14,3153900
2025,경찰(소방),순경(소방사),14,2896700
2025,경찰(소방),치안정감(소방정감),15,7168200
2025,경찰(소방),치안감(소방감),15,6590800
2025,경찰(소방),경무관(소방준감),15,6009100
2025,경찰(소방),총경(소방정),15,5326800
2025,경찰(소방),경정(소방령),15,4714100
2025,경찰(소방),경감(소방경),15,4209700
2025,경찰(소방),경위(소방위),15,3867300
2025,경찰(소방),경사(소방장),15,3616600
2025,경찰(소방),경장(소방교),15,3228600
2025,경찰(소방),순경(소방사),15,2966700
2025,경찰(소방),치안정감(소방정감),16,7312700
2025,경찰(소방),치안감(소방감),16,6717800
2025,경찰(소방),경무관(소방준감),16,6122300
2025,경찰(소방),총경(소방정),16,5428700
2025,경찰(소방),경정(소방령),16,4808200
2025,경찰(소방),경감(소방경),16,4299000
2025,경찰(소방),경위(소방위),16,3951800
2025,경찰(소방),경사(소방장),16,3694600
2025,경찰(소방),경장(소방교),16,3300800
2025,경찰(소방),순경(소방사),16,3034400
2025,경찰(소방),치안정감(소방정감),17,7440700
2025,경찰(소방),치안감(소방감),17,6834700
2025,경찰(소방),경무관(소방준감),17,6227500
2025,경찰(소방),총경(소방정),17,5523200
2025,경찰(소방),경정(소방령),17,4896700
2025,경찰(소방),경감(소방경),17,4382000
2025,경찰(소방),경위(소방위),17,4032600
2025,경찰(소방),경사(소방장),17,3769500
2025,경찰(소방),경장(소방교),17,3368100
2025,경찰(소방),순경(소방사),17,3100600
2025,경찰(소방),치안정감(소방정감),18,7554700
2025,경찰(소방),치안감(소방감),18,6941600
2025,경찰(소방),경무관(소방준감),18,6325400
2025,경찰(소방),총경(소방정),18,5611500
2025,경찰(소방),경정(소방령),18,4980200
2025,경찰(소방),경감(소방경),18,4461900
2025,경찰(소방),경위(소방위),18,4108900
2025,경찰(소방),경사(소방장),18,3841100
2025,경찰(소방),경장(소방교),18,3433400
2025,경찰(소방),순경(소방사),18,3162300
2025,경찰(소방),치안정감(소방정감),19,7656800
2025,경찰(소방),치안감(소방감),19,7040400
2025,경찰(소방),경무관(소방준감),19,6415800
2025,경찰(소방),총경(소방정),19,5694000
2025,경찰(소방),경정(소방령),19,5058900
2025,경찰(소방),경감(소방경),19,4536600
2025,경찰(소방),경위(소방위),19,4181500
2025,경찰(소방),경사(소방장),19,3908500
2025,경찰(소방),경장(소방교),19,3496100
2025,경찰(소방),순경(소방사),19,3222900
2025,경찰(소방),치안정감(소방정감),20,7748400
2025,경찰(소방),치안감(소방감),20,7130400
2025,경찰(소방),경무관(소방준감),20,6500600
2025,경찰(소방),총경(소방정),20,5771100
2025,경찰(소방),경정(소방령),20,5132700
2025,경찰(소방),경감(소방경),20,4607500
2025,경찰(소방),경위(소방위),20,4250500
2025,경찰(소방),경사(소방장),20,3972700
2025,경찰(소방),경장(소방교),20,3555900
2025,경찰(소방),순경(소방사),20,3280600
2025,경찰(소방),치안정감(소방정감),21,7832700
2025,경찰(소방),치안감(소방감),21,7212800
2025,경찰(소방),경무관(소방준감),21,6579100
2025,경찰(소방),총경(소방정),21,5843100
2025,경찰(소방),경정(소방령),21,5202100
2025,경찰(소방),경감(소방경),21,4674300
2025,경찰(소방),경위(소방위),21,4316100
2025,경찰(소방),경사(소방장),21,4034000
2025,경찰(소방),경장(소방교),21,3612900
2025,경찰(소방),순경(소방사),21,3334900
2025,경찰(소방),치안정감(소방정감),22,7907800
2025,경찰(소방),치안감(소방감),22,7288400
2025,경찰(소방),경무관(소방준감),22,6651700
2025,경찰(소방),총경(소방정),22,5910600
2025,경찰(소방),경정(소방령),22,5267300
2025,경찰(소방),경감(소방경),22,4738800
2025,경찰(소방),경위(소방위),22,4378000
2025,경찰(소방),경사(소방장),22,4091800
2025,경찰(소방),경장(소방교),22,3667700
2025,경찰(소방),순경(소방사),22,3387400
2025,경찰(소방),치안정감(소방정감),23,7971400
2025,경찰(소방),치안감(소방감),23,7357500
2025,경찰(소방),경무관(소방준감),23,6718700
2025,경찰(소방),총경(소방정),23,5974100
2025,경찰(소방),경정(소방령),23,5328800
2025,경찰(소방),경감(소방경),23,4798000
2025,경찰(소방),경위(소방위),23,4436700
2025,경찰(소방),경사(소방장),23,4147800
2025,경찰(소방),경장(소방교),23,3719800
2025,경찰(소방),순경(소방사),23,3437300
2025,경찰(소방),치안감(소방감),24,7414100
2025,경찰(소방),경무관(소방준감),24,6781500
2025,경찰(소방),총경(소방정),24,6033900
2025,경찰(소방),경정(소방령),24,5386300
2025,경찰(소방),경감(소방경),24,4855300
2025,경찰(소방),경위(소방위),24,4493000
2025,경찰(소방),경사(소방장),24,4200900
2025,경찰(소방),경장(소방교),24,3770200
2025,경찰(소방),순경(소방사),24,3485200
2025,경찰(소방),치안감(소방감),25,7468100
2025,경찰(소방),경무관(소방준감),25,6832700
2025,경찰(소방),총경(소방정),25,6088500
2025,경찰(소방),경정(소방령),25,5440700
2025,경찰(소방),경감(소방경),25,4909300
2025,경찰(소방),경위(소방위),25,4546600
2025,경찰(소방),경사(소방장),25,4251100
