year,dong_code,sido_name,sigungu_name,dong_name,population
2019,2620066000,부산광역시,영도구,동삼제2동,3597
2019,2620067000,부산광역시,영도구,동삼제3동,10846
2019,2623051000,부산광역시,부산진구,부전제1동,15179
2019,2623052000,부산광역시,부산진구,부전제2동,10271
2019,2623054000,부산광역시,부산진구,연지동,20808
2019,2623055000,부산광역시,부산진구,초읍동,20576
2019,2623056000,부산광역시,부산진구,양정제1동,20648
2019,2623057000,부산광역시,부산진구,양정제2동,13197
2019,2623060000,부산광역시,부산진구,전포제1동,18231
2019,2623061000,부산광역시,부산진구,전포제2동,21462
2019,2623064000,부산광역시,부산진구,부암제1동,23010
2019,2623066000,부산광역시,부산진구,부암제3동,18647
2019,2623067000,부산광역시,부산진구,당감제1동,24802
2019,2623068000,부산광역시,부산진구,당감제2동,10349
2019,2623070000,부산광역시,부산진구,당감제4동,12298
2019,2623071000,부산광역시,부산진구,가야제1동,20499
2019,2623072000,부산광역시,부산진구,가야제2동,17071
2019,2623074000,부산광역시,부산진구,개금제1동,17128
2019,2623075000,부산광역시,부산진구,개금제2동,11825
2019,2623076000,부산광역시,부산진구,개금제3동,30375
2019,2623077000,부산광역시,부산진구,범천제1동,11424
2019,2623078000,부산광역시,부산진구,범천제2동,20080
2019,2626051000,부산광역시,동래구,수민동,32743
2019,2626052000,부산광역시,동래구,복산동,10805
2019,2626054500,부산광역시,동래구,명륜동,24991
2019,2626055000,부산광역시,동래구,온천제1동,18982
2019,2626056000,부산광역시,동래구,온천제2동,15639
2019,2626057000,부산광역시,동래구,온천제3동,38317
2019,2626058000,부산광역시,동래구,사직제1동,10740
2019,2626059000,부산광역시,동래구,사직제2동,29170
2019,2626060000,부산광역시,동래구,사직제3동,15393
2019,2626074000,부산광역시,동래구,안락제1동,15200
2019,2626075000,부산광역시,동래구,안락제2동,29036
2019,2626076100,부산광역시,동래구,명장제1동,14749
2019,2626076200,부산광역시,동래구,명장제2동,15482
2019,2629051000,부산광역시,남구,대연제1동,16566
2019,2629053000,부산광역시,남구,대연제3동,33316
2019,2629054000,부산광역시,남구,대연제4동,12915
2019,2629055000,부산광역시,남구,대연제5동,17175
2019,2629056000,부산광역시,남구,대연제6동,16442
2019,2629057000,부산광역시,남구,용호제1동,45863
2019,2629058000,부산광역시,남구,용호제2동,17924
2019,2629059000,부산광역시,남구,용호제3동,12853
2019,2629060000,부산광역시,남구,용호제4동,8977
2019,2629061000,부산광역시,남구,용당동,8207
2019,2629062000,부산광역시,남구,감만제1동,14694
2019,2629063000,부산광역시,남구,감만제2동,7332
2019,2629064500,부산광역시,남구,우암동,13863
2019,2629068000,부산광역시,남구,문현제1동,14894
2019,2629069000,부산광역시,남구,문현제2동,9143
2019,2629070000,부산광역시,남구,문현제3동,14623
2019,2629071000,부산광역시,남구,문현제4동,9693
2019,2632051000,부산광역시,북구,구포제1동,15074
2019,2632052000,부산광역시,북구,구포제2동,26932
2019,2632052100,부산광역시,북구,구포제3동,21128
